PubMed_IDs_R,PMC_IDs_R
"38242159, 38231217, 38202077, 38188564, 38179476, 38160825, 38153618, 38126212, 38097581, 38078780, 38065098, 38057501, 38051048, 38029212, 38029084, 38002922, 38001535, 37984648, 37977729, 37954160, 38258992, 38258060, 38251428, 38250161, 38249924, 38248649, 38244256, 38241918, 38238472, 38236694, 38236692, 38235894, 38234883, 38232538, 38231198, 38230782, 38229325, 38229309, 38227599, 38225845","10796980, 10778579, 10773537, 10763409, 10725898, 10700415, 10788218, 10770964, 10761908, 10707059, 10704251, 10702034, 10692825, 10684984, 10658126, 10644045, 10637782, 10620127, 10605912, 10603050, 10803166, 10800401, 10800091, 10799834, 10799563, 10796980, 10796567, 10795475, 10794845, 10794781, 10794555, 10793097, 10791998, 10785269, 10783791, 10781698, 10781493, 10780434, 10779093, 10779047, 10801516, 10800207, 10799834, 10798867, 10795779, 10794557, 10794555, 10794235, 10793097, 10791026, 10790789, 10790211, 10785269, 10781698, 10781531, 10780634, 10779148, 10779093, 10778654, 10778587"
"38260960, 38260539, 38260072, 38256076, 38254686, 38254676, 38254181, 38253478, 38253323, 38251788, 38251338, 38251002, 38250937, 38249807, 38247641, 38247612, 38247604, 38247591, 38247134, 38246992, 38260564, 38260103, 38259963, 38257131, 38247604, 38247591, 38242249, 38242132, 38240185, 38238389, 38236896, 38236049, 38235490, 38235433, 38234830, 38233647, 38232618, 38232140, 38228143, 38227048","10800207, 10793102, 10790632, 10763916, 10763113, 10725973, 10725466, 10800223, 10771820, 10743450, 10730203, 10684194, 10670206, 10625907, 10595025, 10587066, 10556505, 10431752, 10421017, 10404561, 10803166, 10801516, 10800401, 10800310, 10800207, 10799834, 10799607, 10799563, 10798867, 10797776, 10797652, 10796631, 10796567, 10794555, 10794526, 10794235, 10793102, 10793097, 10791998, 10791926, 10800401, 10798865, 10795475, 10781698, 10777963, 10773713, 10770398, 10766425, 10763113, 10761021, 10752892, 10744089, 10744055, 10740837, 10732398, 10728740, 10725888, 10725466, 10723639, 10719430"
"38260910, 38260892, 38260877, 38257941, 38256616, 38250741, 38249961, 38247520, 38240508, 38239365, 38238684, 38237767, 38237547, 38235358, 38233815, 38233814, 38229829, 38229613, 38229068, 38225663, 38260888, 38260686, 38257859, 38254567, 38254447, 38252392, 38250578, 38249458, 38249397, 38248632, 38246555, 38246384, 38246373, 38246077, 38244411, 38244332, 38241856, 38240561, 38239731, 38239725, 38254181, 38246373, 38246103, 38242234, 38238389, 38233085, 38232812, 38229154, 38229087, 38223254, 38212002, 38203592, 38196658, 38194134, 38193195, 38192296, 38188577, 38184970, 38183944, 38171204","10801346, 10800401, 10800300, 10800207, 10800091, 10799834, 10798865, 10798862, 10798365, 10797270, 10796730, 10796567, 10796311, 10796016, 10795779, 10795475, 10794624, 10794555, 10794235, 10793097, 10800401, 10770398, 10744055, 10740837, 10728740, 10723639, 10719430, 10719222, 10715465, 10701312, 10781727, 10776250, 10758021, 10754533, 10742272, 10730168, 10683508, 10671634, 10665937, 10659771"
"38259542, 38259277, 38258793, 38256646, 38256031, 38254702, 38253868, 38252122, 38247827, 38247313, 38246003, 38243840, 38242439, 38241896, 38241630, 38239381, 38239049, 38238616, 38238452, 38236925, 38252387, 38248481, 38245564, 38231688, 38219864, 38203738, 38200051, 38179421, 38163085, 38149007, 38144726, 38126785, 38107732, 38099485, 38087724, 38078655, 38068966, 38065935, 38061600, 38050216","10791998, 10725973, 10709986, 10758101, 10725964, 10706401, 10659008, 10644045, 10595025, 10536633, 10491916, 10481967, 10466100, 10438950, 10214975, 10577123, 10474470, 10470644, 10452657, 10379384, 10803162, 10802810, 10802109, 10802103, 10802069, 10801996, 10801988, 10801856, 10801732, 10801670, 10801599, 10801555, 10801516, 10801499, 10801329, 10801245, 10801200, 10801111, 10801052, 10801044"
"38260637, 38260522, 38260519, 38260484, 38260336, 38260002, 38259990, 38259496, 38257167, 38255242, 38253164, 38251688, 38251026, 38250890, 38250325, 38249726, 38248874, 38248311, 38247827, 38246002, 38256875, 38255834, 38253560, 38249022, 38243871, 38241798, 38240694, 38240497, 38233866, 38224812, 38222286, 38220093, 38212900, 38211650, 38203804, 38191764, 38191672, 38191060, 38189841, 38180813","10803162, 10802109, 10801856, 10801555, 10801516, 10801499, 10801245, 10801200, 10801111, 10801044, 10800938, 10800916, 10800910, 10800775, 10800726, 10800666, 10800607, 10800605, 10800556, 10800390, 10746620, 10451999, 10687215, 10675526, 10307967, 10216598, 10588930, 10581065, 10548118, 10537045, 10465175, 10450191, 10404043, 10384710, 10303550, 10290669, 10115466, 10034410, 10008932, 10169425"
"38261139, 38260850, 38260810, 38260691, 38260585, 38260570, 38260493, 38260449, 38260392, 38260364, 38260325, 38260290, 38260287, 38260254, 38260159, 38259971, 38259849, 38259466, 38259464, 38259453, 38245740, 38243131, 38242069, 38236019, 38155268, 38148542, 38144147, 38142092, 38098267, 38076066, 38064256, 38050187, 38048161, 37923359, 37893570, 37890986, 37854402, 37811103, 37809915, 37759261","10705913, 10395683, 10381895, 10182712, 9958510, 9954820, 9830570, 9768151, 9641817, 9604036, 9569822, 9491586, 9505266, 9319717, 9139855, 8972168, 8847744, 8975736, 8779828, 8579041, 10801670, 10800846, 10798641, 10797776, 10797108, 10796567, 10794655, 10794557, 10794540, 10793171, 10788479, 10787583, 10786400, 10785555, 10785534, 10783808, 10781684, 10780256, 10779569, 10779485"
"38244542, 38228961, 38218545, 38180236, 38179419, 38177678, 38177500, 38167979, 38147622, 38123840, 38123534, 38106115, 38072929, 38072282, 38045374, 38038269, 38036964, 38016975, 38001088, 37998323, 37198234, 37085274, 36986819, 36812914, 36525505, 36130129, 35950218, 35012554, 34810224, 34048501, 33685720, 33469015, 32973756, 32929049, 32400942, 32112927, 31880088, 31358841, 31053503, 30291309","10800578, 10800207, 10797776, 10796631, 10796354, 10795475, 10795375, 10794557, 10786686, 10786629, 10780906, 10779093, 10778919, 10777963, 10773633, 10772641, 10770587, 10770264, 10770260, 10770169, 10801516, 10801350, 10801111, 10800207, 10799834, 10798911, 10798365, 10797657, 10797652, 10796311, 10795779, 10794845, 10794557, 10794526, 10794235, 10793686, 10793197, 10793097, 10792821, 10792149"
"38247992, 38243388, 38239642, 38239551, 38237727, 38237257, 38236413, 38235438, 38224371, 38223508, 38222437, 38219917, 38219481, 38213330, 38201568, 38192502, 38181249, 38177069, 38175704, 38175436, 38256115, 38247992, 38245472, 38243786, 38243388, 38239642, 38238209, 38237727, 38236413, 38235438, 38229268, 38224371, 38222200, 38213330, 38201644, 38201568, 38192502, 38181249, 38175438, 38175436","10800401, 10780813, 10773713, 10756490, 10741644, 10795490, 10767620, 10723930, 10674388, 10602912, 10589750, 10585276, 10572174, 10570509, 10539668, 10535987, 10530364, 10361205, 10333709, 10670833, 10801350, 10800401, 10800089, 10799834, 10799607, 10799563, 10798867, 10798370, 10796631, 10794781, 10794235, 10793097, 10792904, 10792788, 10791926, 10791497, 10788454, 10787309, 10785191, 10785145, 10803162, 10802228, 10801814, 10801022, 10800916, 10799902, 10799778, 10799374, 10798900, 10798878, 10798156, 10798041, 10798037, 10797890, 10797616, 10797108, 10797064, 10797044, 10797006, 10796784, 10802810, 10800980, 10799412, 10798251, 10797329, 10796816, 10796184, 10794945, 10794746, 10794614, 10793171, 10792063, 10784726, 10784627, 10782148, 10781016, 10780847, 10779293, 10778788, 10778487"
"38261316, 38260854, 38260831, 38259857, 38259466, 38259453, 38258988, 38258342, 38258070, 38258042, 38257245, 38256441, 38256193, 38255993, 38255725, 38255322, 38254897, 38254871, 38254829, 38254823, 38259481, 38259453, 38259448, 38259435, 38257366, 38257275, 38255322, 38255251, 38254897, 38254829, 38254798, 38254782, 38254746, 38254742, 38254257, 38254190, 38253219, 38252908, 38250065, 38250037","10801111, 10800578, 10800207, 10800157, 10797776, 10794557, 10794526, 10791026, 10785269, 10782214, 10780434, 10778919, 10778654, 10778593, 10778484, 10778104, 10778076, 10772641, 10770587, 10770260, 10801516, 10800207, 10799834, 10797776, 10796567, 10795779, 10794557, 10793686, 10791998, 10790632, 10786629, 10783791, 10778654, 10778640, 10778484, 10777926, 10771839, 10771111, 10769871, 10769779"
"38261080, 38259482, 38258779, 38257954, 38257155, 38257077, 38256745, 38255163, 38254678, 38252301, 38252300, 38251022, 38250922, 38250772, 38249577, 38247498, 38247461, 38246731, 38244934, 38244675, 38260564, 38259280, 38258081, 38256868, 38254686, 38252282, 38250422, 38249263, 38247856, 38237770, 38236396, 38231198, 38229862, 38229107, 38227662, 38225740, 38224920, 38221993, 38217641, 38216746, 38258081, 38257283, 38257186, 38255909, 38254686, 38253730, 38250422, 38247395, 38246999, 38243258, 38242861, 38242264, 38238856, 38238696, 38236396, 38234872, 38232664, 38230432, 38229111, 38227962, 33220263, 20828392, 20033069, 35304278, 33220263, 28607160, 25032221, 21770770, 16019714, 15373882, 12071680, 11367873, 10029544, 38261148, 38261107, 38261095, 38261012, 38260907, 38260882, 38260881, 38260746, 38260740, 38260684, 38260564, 38260544, 38260533, 38260444, 38260415, 38260371, 38260349, 38260286, 38260272, 38259984","10803162, 10802846, 10802810, 10802180, 10802110, 10802107, 10802069, 10802055, 10802017, 10801994, 10801734, 10801714, 10801670, 10801662, 10801647, 10801633, 10801616, 10801599, 10801584, 10801520, 10803024, 10802895, 10802811, 10802780, 10802668, 10802508, 10802110, 10802069, 10801538, 10801496, 10801330, 10801267, 10801111, 10800852, 10800816, 10800716, 10800703, 10800673, 10800613, 10800539, 10803162, 10803024, 10802846, 10802811, 10802798, 10802180, 10802175, 10802122, 10802103, 10802069, 10802055, 10801994, 10801855, 10801737, 10801734, 10801714, 10801670, 10801633, 10801616, 10801599, 10762115, 10767065, 10676679, 10657653, 10654752, 10648977, 10636081, 10575024, 10538110, 10455691, 10455317, 10420968, 10365223, 10377384, 10343771, 10674586, 10665598, 10304962, 10296751, 10222536, 10793552, 10777926, 10762115, 10745348, 10761721, 10676679, 10657653, 10648977, 10636081, 10609384, 10608073, 10575024, 10455317, 10420968, 10381642, 10674586, 10665598, 10638124, 10636862, 10629719, 10803024, 10802952, 10802929, 10802919, 10802895, 10802849, 10802811, 10802780, 10802731, 10802668, 10802508, 10802500, 10802433, 10802332, 10802309, 10802160, 10802110, 10802069, 10801992, 10801990"
"38243871, 38217650, 38181740, 38172625, 38167825, 38167520, 38157864, 38096814, 38085804, 38051715, 38029461, 38009957, 37971255, 37951952, 37935873, 37934952, 37932698, 37889074, 37873584, 37819098, 38227364, 38223684, 38203314, 38164418, 38142398, 38124090, 38115131, 38072206, 38061311, 38035726, 38029238, 38026692, 37993715, 37989713, 37984718, 37981116, 37945679, 37925366, 37916626, 37893449, 38260869, 38259457, 38259106, 38258906, 38257933, 38257139, 38256841, 38256159, 38256146, 38255939, 38255909, 38255683, 38255299, 38255150, 38254686, 38254526, 38253555, 38253323, 38250970, 38249593","10802228, 10801462, 10800726, 10799955, 10799925, 10798712, 10797797, 10797485, 10797108, 10795779, 10795361, 10794784, 10794668, 10794557, 10793274, 10793247, 10793199, 10791622, 10791072, 10790707, 10803162, 10802683, 10802103, 10801670, 10801604, 10801599, 10801555, 10801243, 10801218, 10800980, 10800854, 10800824, 10800802, 10800726, 10800509, 10800390, 10800374, 10800310, 10800300, 10799955, 10803162, 10802810, 10802109, 10802103, 10802069, 10801996, 10801988, 10801856, 10801732, 10801670, 10801599, 10801555, 10801516, 10801499, 10801329, 10801245, 10801200, 10801111, 10801052, 10801044"
"38233485, 37909908, 37902616, 37847053, 37729987, 37625739, 37602405, 37492950, 37445611, 37441502, 37439182, 37373145, 37299470, 37245564, 37207912, 37174596, 37173330, 37094426, 37083054, 37074623, 38193233, 37831041, 37828551, 37712629, 37705676, 37703724, 37642435, 37498792, 37201681, 37173826, 36995329, 36958889, 36927868, 20301469, 36799898, 36728603, 36705797, 36582771, 36202174, 36178236, 38084623, 37990119, 37982684, 37959726, 37946012, 37934078, 37861177, 37849565, 37831041, 37743693, 37743489, 37687076, 37621240, 37612616, 37599697, 37588005, 37578298, 37505577, 37498792, 37372531, 38084187, 37996874, 37960316, 37886189, 37814020, 37803736, 37687076, 37660929, 37588005, 37571314, 37480783, 37426179, 37375691, 37375654, 37266899, 37253681, 37111209, 37102510, 37097371, 37048534, 38252436, 38242353, 38194049, 38179776, 38176167, 38171838, 38132327, 38112220, 38072064, 38071735, 38042384, 38031224, 37953179, 37815205, 37815198, 37814905, 37811072, 37804001, 37746794, 37723898, 38029159, 37993702, 37964979, 37915930, 37861177, 37803736, 37701742, 37588005, 37375654, 37317280, 37266385, 37111209, 37096488, 37094914, 37048534, 36921804, 36883587, 36822879, 36745890, 36662358, 38257160, 38233485, 38226811, 38103602, 38048922, 38016319, 38002152, 37984469, 37966061, 37909908, 37902616, 37847053, 37823785, 37804821, 37803640, 37742980, 37729987, 37699776, 37693249, 37678055, 38260675, 38260589, 38258197, 38258128, 38257535, 38257490, 38257401, 38257347, 38257072, 38256983, 38256905, 38256774, 38256252, 38256105, 38255969, 38255889, 38255772, 38255413, 38255337, 38255122","10800978, 10799464, 10792561, 10791799, 10780653, 10776417, 10776247, 10773798, 10771556, 10767340, 10762314, 10750198, 10754872, 10750376, 10747445, 10746120, 10742821, 10741032, 10739763, 10730217, 10781801, 10766665, 10744436, 10740584, 10716368, 10691071, 10797794, 10784854, 10760261, 10753776, 10719950, 10688820, 10676626, 10675151, 10674963, 10626857, 10623843, 10615587, 10601945, 10599646, 10800916, 10800874, 10800374, 10800207, 10799778, 10799510, 10799483, 10798251, 10797939, 10797901, 10797616, 10797485, 10797006, 10795375, 10794975, 10794945, 10794775, 10794351, 10793619, 10791968, 10803071, 10801906, 10800916, 10800866, 10800572, 10800374, 10800344, 10800207, 10799778, 10799510, 10799384, 10799347, 10798900, 10798426, 10798251, 10797616, 10797554, 10797532, 10797006, 10796197, 10802082, 10799476, 10798041, 10794935, 10793624, 10793197, 10791263, 10790589, 10785325, 10782702, 10780344, 10779938, 10779858, 10779381, 10778115, 10777914, 10777605, 10771556, 10770855, 10770020, 10801906, 10800916, 10800374, 10800207, 10799778, 10799510, 10798900, 10798251, 10797939, 10797616, 10797554, 10797485, 10797006, 10796427, 10796188, 10795192, 10794975, 10794945, 10794775, 10794553, 10802969, 10801996, 10800934, 10800091, 10799464, 10794237, 10788855, 10785760, 10782693, 10780653, 10780320, 10779258, 10779254, 10778640, 10776322, 10776247, 10773798, 10762314, 10758576, 10758184, 10803090, 10803087, 10803080, 10803066, 10803017, 10802945, 10802917, 10802901, 10802873, 10802746, 10802180, 10801952, 10801946, 10801895, 10801852, 10801734, 10801691, 10801498, 10801455, 10801377"
"38201863, 38193259, 38181882, 38175711, 38113632, 38070488, 38060464, 38055060, 37967008, 37902616, 37900123, 37897851, 37880759, 37813785, 37811721, 37808673, 37776996, 37776121, 37737730, 37690726, 38240083, 38231454, 38218985, 38201737, 38194811, 38164791, 38154262, 38152126, 38129926, 38124422, 38105335, 38087373, 38057319, 38039864, 38030258, 38015194, 38004196, 37986413, 37981361, 37979832, 38231454, 38055949, 38051409, 38039864, 37986443, 37979832, 37972908, 37903549, 37892464, 37892161, 37885404, 37880746, 37848166, 37826992, 37803624, 37780308, 37777029, 37748634, 37735572, 37730609, 38259495, 38253059, 38248857, 38248822, 38246237, 38240721, 38234289, 38219541, 38214259, 38205641, 38201073, 38199196, 38199043, 38193259, 38185280, 38177096, 38174118, 38171216, 38146533, 38145051, 38241896, 38201863, 38199196, 38193259, 38169859, 38113632, 38042287, 38037542, 38029177, 38003718, 37990616, 37967008, 37902616, 37902008, 37900123, 37894161, 37880759, 37877781, 37813785, 37812367, 38254657, 38248642, 38238339, 38234869, 38233114, 38231768, 38230815, 38217838, 38211975, 38211413, 38203556, 38203313, 38202748, 38202690, 38200005, 38196020, 38188684, 38183522, 38175798, 38164791","10801633, 10799847, 10794775, 10791921, 10791819, 10790099, 10782710, 10781618, 10779569, 10778161, 10777979, 10776417, 10776015, 10773883, 10773723, 10773587, 10773338, 10773219, 10772696, 10772081, 10801996, 10801329, 10800916, 10800824, 10800663, 10799847, 10799778, 10798037, 10797890, 10797616, 10797485, 10797449, 10797148, 10796697, 10796401, 10796215, 10794975, 10794206, 10793200, 10793151, 10801599, 10800916, 10800185, 10799884, 10798251, 10797485, 10797148, 10796697, 10794975, 10794351, 10794284, 10792510, 10789628, 10788130, 10787986, 10787636, 10786817, 10785779, 10785767, 10782790, 10802055, 10801633, 10801044, 10800306, 10799847, 10799428, 10794775, 10792915, 10792174, 10791921, 10791819, 10791663, 10790328, 10788781, 10787103, 10786838, 10785926, 10784143, 10782788, 10782710, 10801044, 10794775, 10788336, 10782710, 10782555, 10782058, 10780698, 10780320, 10779569, 10778640, 10778594, 10776610, 10776322, 10775380, 10775146, 10773723, 10773338, 10772480, 10767945, 10764474, 10802798, 10801996, 10801988, 10800916, 10800767, 10799807, 10799778, 10799039, 10798037, 10797890, 10797684, 10797616, 10797485, 10797449, 10797148, 10796949, 10796478, 10796188, 10796116, 10794975"
"38260661, 38260537, 38260141, 38256201, 38255954, 38255934, 38255932, 38255789, 38255203, 38253558, 38252682, 38250316, 38248845, 38247873, 38247865, 38247813, 38246558, 38244765, 38244675, 38242100, 38261258, 38260940, 38260910, 38260072, 38260058, 38259509, 38258357, 38258021, 38257918, 38257850, 38257283, 38257160, 38257159, 38257133, 38256841, 38256146, 38256076, 38255781, 38255654, 38255381, 38260940, 38260892, 38260407, 38258459, 38258357, 38257918, 38257283, 38257160, 38257159, 38257133, 38256146, 38256076, 38255955, 38255939, 38255781, 38255641, 38254507, 38249477, 38247937, 38247491, 38231706, 38212382, 38203446, 38198415, 38175708, 38167066, 38158020, 38094047, 38076785, 38026570, 38004519, 37976807, 37960226, 37944411, 37944134, 37939221, 37921649, 37920255, 37863280, 37783943, 38242473, 38213254, 38129919, 37997172, 37893609, 37892544, 37867516, 37848151, 37836016, 37815332, 37764744, 37693093, 37647585, 37647198, 37619907, 37571315, 37549868, 37485771, 37462522, 37400906","10802798, 10802562, 10802368, 10802187, 10802122, 10801906, 10801737, 10801670, 10801569, 10801520, 10801335, 10801237, 10801166, 10801094, 10801062, 10801050, 10800986, 10800944, 10800934, 10800916, 10802926, 10802798, 10802683, 10802228, 10802069, 10801996, 10801906, 10801670, 10801662, 10801660, 10801516, 10801499, 10801385, 10801377, 10801329, 10801281, 10801247, 10801200, 10801111, 10801034, 10803162, 10802798, 10802683, 10802103, 10802069, 10801906, 10801856, 10801737, 10801670, 10801599, 10801516, 10801499, 10801329, 10801263, 10801245, 10801048, 10801034, 10801022, 10800938, 10800916, 10796301, 10790356, 10788071, 10778801, 10775517, 10775368, 10774691, 10770995, 10768108, 10754952, 10754580, 10753075, 10743406, 10742070, 10740141, 10730858, 10727379, 10723467, 10717558, 10717498, 10800374, 10799935, 10797516, 10794237, 10792763, 10785447, 10783619, 10779569, 10778299, 10776710, 10776322, 10775587, 10774340, 10773723, 10771110, 10770762, 10770624, 10767275, 10763354, 10762848"
"38161356, 25257180, 18783898, 37799091, 37600818, 37370188, 37158271, 36803638, 36774467, 36564826, 36539202, 36520398, 36304298, 36202959, 35917163, 35749381, 34969098, 34862502, 34788784, 34576734, 34571248, 34251619, 33978706, 38261090, 38260892, 38260103, 38259673, 38257874, 38257864, 38255916, 38254227, 38248661, 38247491, 38247003, 38246133, 38246103, 38243343, 38240339, 38237031, 38233502, 38233085, 38231265, 38229333","10757784, 10264797, 10143858, 9936197, 10037386, 10029207, 9917299, 9877938, 9683844, 9551254, 9281086, 9181368, 9168121, 8934464, 8911148, 8891534, 8813210, 8868303, 8645122, 8593526, 9168447, 8140144, 7071200, 3393106, 3342610, 1900579, 10802180, 10801990, 10801732, 10801388, 10800980, 10800944, 10800548, 10800501, 10800390, 10800349, 10800207, 10799726, 10799412, 10799355, 10799046, 10799026, 10798732, 10798641, 10798627, 10798561, 10801996, 10801814, 10801732, 10801417, 10800980, 10800854, 10800840, 10800207, 10800160, 10800157, 10799884, 10799778, 10793722, 10799726, 10799597, 10799447, 10799412, 10799404, 10799056, 10798976"
"38259607, 38258906, 38252282, 38248845, 38245781, 38245564, 38243871, 38240193, 38236384, 38235606, 38233048, 38231305, 38230764, 38229144, 38227962, 38224627, 38222953, 38217838, 38215859, 38215690, 37161446, 29129496, 27685822, 24417819, 3459944, 38189960, 38175844, 37988327, 37962818, 37921475, 37809632, 37797737, 37672388, 37665555, 37575242, 29939622, 37545157, 37520372, 37512916, 37332116, 37323947, 37294302, 37260706, 37252814, 37186317, 38261006, 38260834, 38260434, 38259709, 38259413, 38259374, 38259358, 38259281, 38259194, 38258054, 38256417, 38256073, 38256032, 38255998, 38255939, 38255793, 38254842, 38253217, 38252861, 38252499, 37992040, 37512877, 37474764, 37362937, 37332116, 37145299, 37098420, 37089556, 37074442, 36951501, 36812695, 36794831, 36713861, 36187747, 36163472, 36138514, 36037202, 36017363, 36004327, 35957815, 38127952, 37944420, 37862145, 37560408, 37425258, 36951501, 36911665, 36621204, 36429244, 36017363, 35665714, 35597589, 35328715, 35323827, 35075964, 35031328, 34900753, 34842355, 34516001, 34268129","10803015, 10802857, 10802843, 10802798, 10802203, 10802180, 10802135, 10802103, 10802017, 10801732, 10801538, 10801516, 10801486, 10801458, 10801335, 10801329, 10801267, 10801156, 10801111, 10801050, 10800230, 10800207, 10770501, 10753798, 10725171, 10720437, 10703880, 10693387, 10800223, 10763102, 10761908, 10758021, 10747030, 10707896, 10705671, 10649871, 10645889, 10641808, 10632518, 10626506, 10800874, 10797485, 10783074, 10783023, 10776634, 10767319, 10766692, 10766182, 10765883, 10764738, 10761393, 10758439, 10758378, 10747268, 10747124, 10745617, 10745608, 10745426, 10743099, 10732612, 10803173, 10803162, 10803104, 10802857, 10802852, 10802683, 10802546, 10802180, 10802158, 10802135, 10802004, 10801856, 10801734, 10801662, 10801660, 10801635, 10801633, 10801599, 10801589, 10801555, 10797485, 10797108, 10790752, 10783074, 10778794, 10778179, 10776634, 10767319, 10766692, 10764738, 10758439, 10747268, 10746704, 10745617, 10745009, 10743462, 10743099, 10732612, 10731853, 10730444, 10801024, 10797108, 10794618, 10790752, 10784591, 10783074, 10778794, 10778657, 10778179, 10777836, 10776634, 10767609, 10766692, 10761965, 10756391, 10747268, 10746704, 10745944, 10745617, 10743520"
"38249287, 38247878, 38194881, 38182068, 38150819, 38134480, 38123146, 38056311, 38035115, 38022530, 38018872, 37926347, 37914939, 37910468, 37892540, 37865160, 37814340, 37776595, 37772994, 37760608, 38260290, 38256928, 38256195, 38256080, 38256003, 38255205, 38255185, 38254102, 38249931, 38249884, 38247865, 38247860, 38247851, 38247814, 38247813, 38247252, 38246327, 38246163, 38245543, 38244736, 38237373, 38231254, 38228846, 38159337, 38159266, 38116132, 38078122, 38010914, 37943357, 37932977, 37820998, 37773629, 37747674, 37736254, 37734252, 37648247, 37629716, 37603831, 37565822, 37488673, 38261006, 38260834, 38260434, 38259709, 38259413, 38259374, 38259358, 38259281, 38259194, 38258054, 38256417, 38256073, 38256032, 38255998, 38255939, 38255793, 38254842, 38253217, 38252861, 38252499, 38252362, 38250694, 38247098, 38244710, 38244585, 38243929, 38243037, 38242575, 38239645, 38238826, 38237621, 38233795, 38230393, 38230214, 38228667, 38228590, 38226984, 38226541, 38226186, 38224677, 38249287, 38247878, 38244727, 38194881, 38182068, 38150819, 38136347, 38134480, 38123146, 38091982, 38056453, 38056311, 38035115, 38022530, 38018872, 37979911, 37970359, 37963313, 37934210, 37926347","10802852, 10801516, 10799847, 10799433, 10797287, 10796827, 10796047, 10795849, 10794567, 10792492, 10791779, 10790434, 10789053, 10788728, 10787430, 10787224, 10786909, 10786836, 10784745, 10783839, 10803162, 10802857, 10802810, 10801734, 10801633, 10801520, 10801516, 10801337, 10801125, 10801062, 10801026, 10801024, 10800995, 10800986, 10800968, 10800956, 10800934, 10800880, 10800828, 10800782, 10802683, 10801734, 10801633, 10801615, 10801599, 10801527, 10801350, 10800968, 10800824, 10800663, 10800556, 10800459, 10800451, 10800374, 10800370, 10800337, 10800207, 10799583, 10799355, 10798867, 10803173, 10803162, 10803104, 10802857, 10802852, 10802683, 10802546, 10802180, 10802158, 10802135, 10802004, 10801856, 10801734, 10801662, 10801660, 10801635, 10801633, 10801599, 10801589, 10801555, 10803173, 10802857, 10802852, 10802683, 10802158, 10802135, 10802017, 10801635, 10801451, 10801343, 10801144, 10801138, 10801111, 10801084, 10800968, 10800962, 10800932, 10800824, 10800556, 10800465, 10802852, 10802843, 10802208, 10802135, 10802017, 10801520, 10801516, 10800968, 10800908, 10800824, 10800782, 10800661, 10800505, 10800370, 10800307, 10800207, 10800116, 10800097, 10800091, 10800063"
"38099646, 38072949, 38001683, 37817030, 37780577, 37316089, 37182914, 37166989, 37037901, 36995439, 36982759, 36853391, 36399769, 36334333, 36262974, 35895870, 35782078, 35625868, 35362542, 35361338, 38142452, 38043837, 38012770, 37995714, 37943618, 37853284, 37807962, 37800450, 37798255, 37709620, 37688717, 37682806, 37577746, 37541870, 37510409, 37505844, 37405864, 37358225, 37325944, 37311890, 38142452, 38082505, 38043837, 38012770, 37995714, 37954110, 37943618, 37900798, 37853284, 37835881, 37807962, 37800450, 37798255, 37709620, 37688717, 37682806, 37652652, 37646505, 37577746, 37541870","10799955, 10797792, 10793679, 10793199, 10790697, 10790632, 10786962, 10785768, 10783939, 10780254, 10779100, 10779022, 10779007, 10778579, 10778571, 10778542, 10777921, 10776877, 10775745, 10775321, 10799955, 10794017, 10794011, 10793679, 10793199, 10792363, 10790697, 10790632, 10786962, 10785768, 10783939, 10780254, 10779100, 10779007, 10778579, 10778542, 10777921, 10776877, 10775745, 10775321, 10799955, 10794017, 10794011, 10793679, 10793199, 10792363, 10790697, 10790632, 10786962, 10786444, 10785768, 10783939, 10783323, 10781542, 10780254, 10780121, 10779100, 10779007, 10778579, 10778542"
,
