PubMed_IDs_FP,PMC_IDs_FP
"38261263, 38260939, 38260204, 38260175, 38259437, 38257736, 38257350, 38255286, 38255256, 38254648, 38254621, 38253562, 38251035, 38251021, 38250818, 38250723, 38248581, 38247639, 38241718, 38241508, 38259250, 38257854, 38257188, 38256160, 38255022, 38252195, 38250649, 38248266, 38247074, 38246426, 38242202, 38237886, 38236229, 38232713, 38232228, 38231777, 38229803, 38228675, 38227304, 38226960","10801599, 10800775, 10800663, 10800505, 10798699, 10798485, 10798251, 10797530, 10797148, 10795693, 10795606, 10794945, 10794775, 10794746, 10792915, 10792617, 10792334, 10788627, 10787738, 10787489, 10794848, 10760239, 10706695, 10705235, 10721923, 10705600, 10654673, 10455292, 10388208, 10336035, 10247433, 10483052, 10464117, 10173243, 10134076, 10110899, 10047363, 10164062, 9796060, 9757081, 10783873, 10776356, 10772510, 10765171, 10751863, 10734114, 10725188, 10713728, 10709367, 10706695, 10705235, 10797688, 10794276, 10786875, 10773130, 10741099, 10728588, 10721923, 10705600, 10705418"
"38260829, 38260598, 38260318, 38260314, 38259439, 38259028, 38259012, 38258758, 38258029, 38257756, 38257377, 38257141, 38256879, 38256369, 38256339, 38256160, 38256111, 38256082, 38256018, 38255906, 38260869, 38260564, 38259441, 38259024, 38257157, 38256160, 38250016, 38249182, 38248469, 38245947, 38243978, 38240209, 38238810, 38237565, 38234341, 38226468, 38225921, 38224408, 38223037, 38220791","10792491, 10787489, 10786400, 10783114, 10782069, 10778594, 10778533, 10778179, 10775985, 10773645, 10766396, 10762314, 10757962, 10753951, 10747594, 10746226, 10740854, 10732518, 10730189, 10726288"
"38247655, 38242806, 38225276, 38191877, 38133203, 38133183, 38117674, 38114525, 38062361, 38052492, 38031521, 38031000, 38018988, 38015202, 38004689, 38003197, 37982858, 37982596, 37965263, 37956858, 38260499, 38260026, 38259062, 38258052, 38257345, 38256908, 38256090, 38255940, 38255858, 38255808, 38255676, 38254832, 38254713, 38254454, 38254353, 38254010, 38253808, 38253695, 38253385, 38252831","10802891, 10802846, 10802827, 10802203, 10802164, 10801990, 10801902, 10801855, 10801845, 10801837, 10801813, 10801734, 10801647, 10801642, 10801633, 10801627, 10801589, 10801584, 10801544, 10801542, 10801584, 10799929, 10799433, 10798890, 10797426, 10796827, 10796410, 10795333, 10795264, 10793619, 10790128, 10789742, 10789053, 10788710, 10787741, 10787506, 10786713, 10784524, 10783989, 10783939"
"38261237, 38261222, 38261091, 38261085, 38261031, 38260905, 38260882, 38260875, 38260697, 38260681, 38260642, 38259987, 38259593, 38259588, 38259418, 38259232, 38259199, 38258722, 38258396, 38258202, 38242827, 38232858, 38225845, 38224139, 38223045, 38219116, 38218822, 38212977, 38196634, 38192148, 38191218, 38190434, 38189367, 38186701, 38152499, 38141792, 38141250, 38135953, 38133320, 38130844","10800401, 10800157, 10800091, 10799834, 10799607, 10798865, 10797776, 10796730, 10796631, 10796567, 10796354, 10795475, 10794845, 10794781, 10794624, 10794557, 10794555, 10793197, 10792904, 10792788, 10615847, 10312392, 7614850, 10363218, 10203554, 9627790, 9335501, 9216510, 9188749, 9016353, 8888129, 8383063, 8455278, 8258437, 6983724, 10803071, 10803070, 10803068, 10802967, 10802914, 10802912, 10802888, 10802857, 10802846, 10802843, 10802827, 10802793, 10802754, 10802748, 10802573, 10802474, 10802431, 10802281, 10802224, 10802212, 10800207, 10799563, 10798370, 10791926, 10783791, 10781698, 10781493, 10779047, 10774582, 10773886, 10771839, 10768394, 10767989, 10766654, 10766350, 10763354, 10758062, 10758001, 10755504, 10752892"
"38261094, 38260849, 38260799, 38260696, 38260634, 38260213, 38260186, 38260163, 38260125, 38260062, 38259938, 38259844, 38259827, 38259686, 38259660, 38259651, 38259645, 38259560, 38259530, 38259459","10802843, 10801633, 10801599, 10801004, 10800968, 10800960, 10800824, 10800775, 10800421, 10800390, 10800289, 10799902, 10799583, 10799433, 10798987, 10798961, 10798763, 10798517, 10798368, 10798041, 10802668, 10802519, 10802122, 10802069, 10802037, 10801964, 10801813, 10801734, 10801647, 10801599, 10801498, 10801463, 10801377, 10801240, 10801187, 10801004, 10800878, 10800824, 10800790, 10800728"
"38259542, 38259277, 38256646, 38256031, 38253868, 38252122, 38247827, 38247313, 38246003, 38243840, 38242439, 38241630, 38239381, 38238616, 38238452, 38236925, 38235129, 38233701, 38232716, 38232336, 38261085, 38261031, 38260886, 38260642, 38259903, 38259485, 38259409, 38258968, 38258202, 38258128, 38258024, 38258022, 38257966, 38257953, 38257840, 38257256, 38256937, 38256901, 38256349, 38256301","10801111, 10800578, 10800310, 10800300, 10800207, 10800157, 10799925, 10798862, 10798365, 10797776, 10797657, 10796980, 10796730, 10796650, 10796354, 10795779, 10795475, 10794624, 10794557, 10794555, 10803162, 10803024, 10802160, 10802101, 10802069, 10802051, 10801996, 10801964, 10801814, 10801670, 10801200, 10801052, 10801044, 10801022, 10800916, 10800898, 10800886, 10800854, 10800840, 10800832, 10755605, 10368868, 10667739, 10581432, 10550044, 10160482, 10135557, 10206425, 10199447, 9999573, 9999379, 9754190, 9568529, 9503808, 9413962, 9415507, 9541698, 9164404, 9103047, 8989972, 10803183, 10803057, 10802982, 10802978, 10802969, 10802929, 10802922, 10802895, 10802849, 10802837, 10802811, 10802801, 10802776, 10802549, 10802533, 10802141, 10802125, 10802110, 10802075, 10801992"
"38261130, 38260884, 38260789, 38260726, 38260716, 38260706, 38260654, 38260616, 38260514, 38260408, 38260351, 38260301, 38260021, 38258917, 38258771, 38258073, 38256875, 38256229, 38256087, 38256072, 38237954, 38235665, 38224354, 38224353, 38215304, 38215011, 38207159, 38203176, 38197892, 38184031, 38183732, 38175806, 38169521, 38165222, 38153917, 38150388, 38147644, 38138053, 38117167, 38114217","10801462, 10800310, 10799726, 10799026, 10798043, 10797975, 10797516, 10797024, 10796686, 10796188, 10795377, 10794740, 10794738, 10794358, 10793691, 10793092, 10792909, 10792839, 10792158, 10791941, 10525097, 10477309, 10460154, 10458550, 10454023, 10432385, 10418091, 10394519, 10390337, 10386464, 10376726, 10374906, 10367576, 10362582, 10359428, 10349881, 10340305, 10294090, 10293356, 10263058"
"38256877, 38255939, 38255297, 38255248, 38255212, 38254735, 38253217, 38253154, 38251858, 38250065, 38248473, 38246725, 38246578, 38246519, 38245346, 38244934, 38244770, 38243959, 38243570, 38243334, 38261161, 38260699, 38260624, 38260573, 38260402, 38260335, 38259486, 38257787, 38252353, 38251917, 38250832, 38250150, 38247840, 38244845, 38241695, 38241459, 38239193, 38238293, 38237593, 38237079","10800116, 10800063, 10799929, 10796786, 10796559, 10796165, 10795693, 10795639, 10794430, 10793818, 10792834, 10792338, 10792011, 10790314, 10790297, 10788340, 10787471, 10787109, 10785713, 10781751, 10790779, 10778302, 10776941, 10748678, 10706615, 10682394, 10656778, 10635160, 10587895, 10581207, 10568845, 10535990, 7615136, 10485556, 10454161, 10413356, 10395683, 10345040, 10688619, 10272955, 10802839, 10802810, 10802321, 10801715, 10801335, 10801290, 10800846, 10800775, 10800505, 10800376, 10800231, 10799941, 10799361, 10799107, 10798397, 10798156, 10798107, 10797530, 10797411, 10797108, 10800441, 10795991, 10795779, 10792310, 10790351, 10788227, 10783575, 10778179, 10770120, 10756525, 10752586, 10750102, 10748470, 10746880, 10743646, 10732526, 10731110, 10723458, 10721521, 10721173"
"38257125, 38256924, 38255858, 38254678, 38254345, 38250060, 38247865, 38247818, 38247489, 38245877, 38245675, 38244071, 38243672, 38242419, 38240659, 38239368, 38239200, 38238529, 38236787, 38236446","10802069, 10801814, 10800886, 10800485, 10800207, 10799955, 10799902, 10799597, 10799534, 10799530, 10799412, 10798361, 10798037, 10794670, 10794505, 10794284, 10794150, 10793359, 10791941, 10791042, 10692395, 10798364, 10772574, 10742335, 10725168, 10615769, 10568425, 10407234, 10371417, 10346351, 10344367, 10340020, 10315663, 10676803, 10673453, 10304508, 10250836, 10232836, 10215824, 10601288, 10800934, 10770409, 10743406, 10694272, 10770836, 10741643, 10730870, 10717191, 10715657, 10705989, 10703448, 10702803, 10687422, 10661909, 10631513, 10610592, 10599739, 10568427, 10525949, 10441638, 10791026, 10705592, 10692395, 10725168, 10676679, 10487633, 10340020, 10627830, 10300593, 10251360, 10232836, 10498548, 10173096, 10145162, 10095346, 10067330, 10038026, 10036442, 10180719, 10167337"
"38261398, 38261299, 38261271, 38261256, 38261245, 38261227, 38261143, 38261133, 38261075, 38260994, 38260871, 38260783, 38260775, 38260715, 38260631, 38260608, 38260588, 38260577, 38260547, 38260530, 38261310, 38261309, 38261020, 38260914, 38260663, 38260617, 38260515, 38260468, 38260449, 38260281, 38260235, 38260105, 38259709, 38259707, 38259408, 38258702, 38258442, 38257993, 38257124, 38256897","10802810, 10801642, 10801484, 10801343, 10801290, 10800980, 10800892, 10800546, 10800376, 10800344, 10800155, 10799722, 10799412, 10799206, 10798785, 10798485, 10798251, 10798013, 10797988, 10797703, 10798485, 10797329, 10796623, 10795644, 10778823, 10769900, 10766350, 10765304, 10743976, 10743458, 10741881, 10733409, 10712341, 10709101, 10707977, 10774623, 10772585, 10762282, 10748146, 10744643, 10802810, 10801599, 10801290, 10800892, 10800401, 10800376, 10799430, 10799361, 10799112, 10798041, 10797329, 10796758, 10795475, 10794775, 10794456, 10793171, 10792792, 10792063, 10790304, 10789627"
"38260430, 38259434, 38259136, 38259063, 38257109, 38256277, 38255676, 38255243, 38254689, 38253680, 38253385, 38251849, 38250841, 38250469, 38250144, 38250017, 38249971, 38248345, 38247879, 38247862, 38260691, 38260582, 38260568, 38259505, 38259497, 38259136, 38259065, 38258662, 38256101, 38256090, 38255939, 38255874, 38255845, 38255764, 38255287, 38255283, 38255223, 38255212, 38255158, 38255143","10802668, 10802122, 10802109, 10801599, 10800960, 10800852, 10800775, 10800736, 10800649, 10799902, 10799787, 10799778, 10799631, 10799464, 10799447, 7615551, 10798368, 10797530, 10797108, 10796827, 10512533, 9355375, 9495499, 9352923, 9104722, 8920440, 8660767, 8653844, 8003170, 8002608, 7317038, 7288346, 7029145, 6123439, 6124420, 6025876, 5822819, 5823784, 5584981, 5562305, 10802000, 10800960, 10798368, 10797530, 10796827, 10795262, 10794616, 10794142, 10793876, 10792982, 10792052, 10790297, 10788714, 10788016, 10787762, 10787745, 10787600, 10787224, 10787020, 10786878"
"38261012, 38260913, 38260885, 38260692, 38260681, 38260657, 38260601, 38260181, 38260129, 38259984, 38259934, 38259924, 38259288, 38259224, 38259067, 38258960, 38258958, 38258643, 38258629, 38258451, 38261148, 38261107, 38261095, 38261012, 38260907, 38260882, 38260881, 38260746, 38260740, 38260684, 38260564, 38260544, 38260533, 38260444, 38260415, 38260371, 38260349, 38260286, 38260272, 38259984, 38261247, 38261080, 38260913, 38260504, 38260457, 38260287, 38260187, 38260105, 38260013, 38259934, 38259924, 38259923, 38259919, 38259482, 38259473, 38259303, 38258960, 38258779, 38258778, 38258643, 38261087, 38260873, 38260741, 38260565, 38260193, 38259989, 38259766, 38259372, 38259170, 38258899, 38258649, 38258401, 38258152, 38257905, 38257583, 38257510, 38257398, 38257330, 38257310, 38257263, 38261087, 38260873, 38260741, 38260565, 38260193, 38259989, 38259766, 38259372, 38259170, 38258899, 38258649, 38258401, 38258152, 38257905, 38257583, 38257510, 38257398, 38257330, 38257310, 38257263, 38261087, 38260873, 38260741, 38260565, 38260193, 38259989, 38259766, 38259170, 38258899, 38258649, 38258401, 38258152, 38257583, 38257510, 38257398, 38257330, 38257310, 38257263, 38257034, 38256941","10803162, 10803024, 10802976, 10802975, 10802969, 10802967, 10802950, 10802846, 10802845, 10802811, 10802798, 10802797, 10802274, 10802212, 10802205, 10802180, 10802175, 10802141, 10802129, 10802122, 10803024, 10802952, 10802929, 10802919, 10802895, 10802849, 10802811, 10802780, 10802731, 10802668, 10802508, 10802500, 10802433, 10802332, 10802309, 10802160, 10802110, 10802069, 10801992, 10801990, 10803162, 10803100, 10803071, 10802976, 10802969, 10802950, 10802891, 10802846, 10802835, 10802827, 10802810, 10802437, 10802219, 10802212, 10802205, 10802180, 10802154, 10802151, 10802110, 10802107, 10803185, 10803172, 10803171, 10803158, 10803123, 10803053, 10803042, 10803035, 10803032, 10803027, 10803024, 10802982, 10802976, 10802969, 10802967, 10802952, 10802950, 10802929, 10802918, 10802916, 10803185, 10803172, 10803171, 10803158, 10803123, 10803053, 10803042, 10803035, 10803032, 10803027, 10803024, 10802982, 10802976, 10802969, 10802967, 10802952, 10802950, 10802929, 10802918, 10802916, 10803185, 10803172, 10803158, 10803123, 10803053, 10803042, 10803035, 10803032, 10803027, 10802982, 10802976, 10802967, 10802952, 10802950, 10802918, 10802916, 10802901, 10802861, 10802831, 10802827"
"38110791, 38049007, 37990349, 37989058, 37976806, 37954537, 37918865, 37834360, 37691056, 37581033, 37355071, 37335565, 37335108, 37310766, 37272555, 37108188, 37083262, 37047397, 36895784, 36841048, 38255320, 38253109, 38247203, 38246520, 38245781, 38243565, 38243324, 38242497, 38235606, 38233383, 38224533, 38223252, 38220140, 38214563, 38200184, 38193202, 38189580, 38179052, 38175840, 38159410","8623147, 10801350, 10800401, 10800230, 10799563, 10795375, 10794815, 10794235, 10793102, 10790789, 10787309, 10781698, 10781493, 10780214, 10780092, 10779964, 10779148, 10778587, 10773713, 10772586, 10767459, 10800401, 10799834, 10799563, 10798370, 10796631, 10796311, 10794815, 10794781, 10794235, 10793102, 10793097, 10791926, 10790789, 10785191, 10784227, 10784143, 10781698, 10781493, 10781068, 10780813"
"38257272, 38257160, 38253911, 38253909, 38251965, 38250174, 38248411, 38245731, 38244734, 38243595, 38240863, 38240737, 38238524, 38237350, 38233819, 38233485, 38232526, 38226811, 38225060, 38224478, 38135009, 38064235, 38049505, 38014105, 38010429, 37922649, 37918651, 37901762, 37858858, 37838514, 37788844, 37545316, 37541581, 37504634, 37498792, 37498787, 37468955, 37455690, 37406808, 37201681, 38248652, 38248084, 38236916, 38214821, 38213034, 38206624, 38204822, 38198982, 38193233, 38187171, 38182056, 38172186, 38158889, 38155709, 38146804, 38135009, 38112053, 38099990, 38064235, 38049505, 38260947, 38258352, 38256923, 38255706, 38253957, 38253205, 38252908, 38252436, 38252330, 38248780, 38247999, 38243020, 38242353, 38241788, 38241775, 38232816, 38231512, 38229978, 38228804, 38223868, 38260175, 38258428, 38255738, 38255272, 38252755, 38247864, 38245638, 38245453, 38238980, 38234026, 38230821, 38229911, 38226657, 38213873, 38212663, 38205723, 38203591, 38202084, 38201430, 38194022, 38261278, 38258600, 38258527, 38258146, 38258037, 38257968, 38257692, 38257678, 38257631, 38257614, 38257410, 38257246, 38257216, 38257113, 38256791, 38256528, 38256067, 38255924, 38255819, 38255796","10802969, 10801686, 10800978, 10799508, 10799464, 10798956, 10797740, 10796611, 10794287, 10793244, 10792561, 10791799, 10788855, 10786383, 10785765, 10785760, 10785350, 10783249, 10782853, 10781871, 10695944, 10691071, 10784854, 10662443, 10626857, 10615587, 10604738, 10602672, 10506954, 10495941, 10445337, 10401347, 10390090, 10680608, 8606763, 10647312, 10637330, 10250668, 10621930, 10522922, 10799291, 10796935, 10783609, 10781801, 10779635, 10776924, 10772277, 10770843, 10766665, 10764949, 10761203, 10761001, 10755494, 10753887, 10744436, 10743789, 10742872, 10740584, 10728286, 10726653, 10802082, 10801240, 10800659, 10800249, 10800039, 10799884, 10799534, 10799476, 10798100, 10798041, 10797658, 10797541, 10796569, 10795777, 10795489, 10794964, 10794935, 10794456, 10793675, 10793624, 10802810, 10802208, 10801599, 10801309, 10801240, 10801166, 10801164, 10801062, 10800824, 10800736, 10800376, 10800356, 10800140, 10799625, 10799384, 10799361, 10798984, 10798961, 10798818, 10798775, 10803090, 10803087, 10803080, 10803066, 10803017, 10802945, 10802873, 10802553, 10802180, 10802127, 10802069, 10802051, 10801946, 10801916, 10801895, 10801610, 10801527, 10801498, 10801440, 10801399"
"35790996, 38260401, 38260074, 38260061, 38258619, 38257357, 38257168, 38257154, 38256780, 38256371, 38256058, 38255855, 38255668, 38254970, 38254710, 38254657, 38254537, 38254527, 38254437, 38254294, 38254254, 38156773, 37762727, 37441519, 37392516, 36662167, 36043901, 33971327, 32969224, 32784952, 32285970, 31821004, 30990833, 30830399, 30391485, 30256116, 29358708, 29259036, 28827082, 28800645, 27021137, 38260401, 38260074, 38260061, 38258619, 38257357, 38257168, 38257154, 38256780, 38256371, 38256058, 38255855, 38255668, 38254970, 38254710, 38254537, 38254527, 38254437, 38254294, 38254254, 38254037","10266963, 9254412, 5102116, 10802798, 10802284, 10802129, 10802055, 10801996, 10801988, 10801371, 10801329, 10801195, 10801086, 10800995, 10800944, 10800916, 10800824, 10800814, 10800767, 10800740, 10800663, 10800607, 10800477, 10784143, 10763916, 10725370, 10714331, 10703495, 10693781, 10651900, 10594463, 10439247, 7614763, 10298447, 10484721, 10439125, 10333543, 10219299, 9918796, 9902918, 10072146, 10006530, 9884646, 10802284, 10802129, 10802055, 10801371, 10801329, 10801195, 10801086, 10800995, 10800944, 10800824, 10800814, 10800740, 10800663, 10800607, 10800477, 10800423, 10800306, 10800284, 10800240, 10799847"
"38261146, 38260993, 38260748, 38260742, 38260695, 38260688, 38260683, 38260661, 38260624, 38260602, 38260537, 38260478, 38260464, 38260185, 38260165, 38260153, 38260144, 38260141, 38260129, 38260087, 38261398, 38261251, 38261234, 38261071, 38260997, 38260993, 38260940, 38260892, 38260864, 38260695, 38260688, 38260661, 38260624, 38260602, 38260537, 38260511, 38260500, 38260413, 38260407, 38260337, 38260624, 38260464, 38246587, 38243826, 38242473, 38241920, 38240858, 38238383, 38237396, 38231706, 38229447, 38227669, 38225400, 38219486, 38219236, 38219044, 38215960, 38213254, 38212382, 38203446, 38260602, 38260537, 38258487, 38256069, 38252513, 38246587, 38238145, 38227547, 38225139, 38224679, 38219880, 38219044, 38216738, 38213134, 38212002, 38206766, 38201900, 38199601, 38197793, 38195707, 38242473, 38213254, 38129919, 37997172, 37893609, 37892544, 37867516, 37848151, 37836016, 37815332, 37764744, 37693093, 37647585, 37647198, 37619907, 37571315, 37549868, 37485771, 37462522, 37400906","10802979, 10802914, 10802798, 10802577, 10802562, 10802368, 10802347, 10802316, 10802187, 10802173, 10802122, 10802089, 10801962, 10801906, 10801810, 10801740, 10801737, 10801670, 10801620, 10801569, 10803162, 10803130, 10803032, 10802947, 10802895, 10802877, 10802873, 10802856, 10802828, 10802798, 10802724, 10802683, 10802668, 10802577, 10802562, 10802539, 10802431, 10802368, 10802316, 10802225, 10802347, 10802316, 10801633, 10801237, 10801050, 10800986, 10800374, 10799935, 10797516, 10797230, 10797150, 10797022, 10796786, 10796662, 10796513, 10796301, 10795477, 10795164, 10794237, 10793952, 10802798, 10802577, 10802562, 10802122, 10801670, 10801050, 10800986, 10800944, 10800934, 10800916, 10800607, 10800556, 10800550, 10800548, 10800374, 10799949, 10799935, 10799515, 10799418, 10799367, 10800374, 10799935, 10797516, 10794237, 10792763, 10785447, 10783619, 10779569, 10778299, 10776710, 10776322, 10775587, 10774340, 10773723, 10771110, 10770762, 10770624, 10767275, 10762848, 10750282"
"38261342, 38261340, 38261339, 38261338, 38261242, 38261112, 38261000, 38260962, 38260904, 38260892, 38260852, 38260847, 38260703, 38260638, 38260452, 38260443, 38260425, 38260363, 38260340, 38260321, 38261373, 38261282, 38261258, 38261090, 38261019, 38260960, 38260940, 38260914, 38260910, 38260906, 38260901, 38260900, 38260893, 38260892, 38260889, 38260887, 38260881, 38260877, 38260871, 38260869","10803179, 10803162, 10803097, 10803068, 10803046, 10803018, 10802956, 10802920, 10802918, 10802916, 10802857, 10802828, 10802827, 10802806, 10802675, 10802668, 10802576, 10802557, 10802511, 10802502, 10803162, 10802969, 10802926, 10802810, 10802798, 10802683, 10802576, 10802471, 10802374, 10802234, 10802228, 10802158, 10802109, 10802103, 10802069, 10802051, 10801996, 10801988, 10801906, 10801873"
"38261170, 38261147, 38260838, 38260380, 38260312, 38260302, 38260271, 38260135, 38259829, 38259721, 38259685, 38259607, 38259478, 38259082, 38259073, 38259007, 38258976, 38258804, 38258802, 38258506, 38260361, 38260036, 38259366, 38256995, 38256356, 38255844, 38255307, 38254767, 38254188, 38253709, 38253580, 38252234, 38251150, 38251092, 38250759, 38250151, 38250070, 38248470, 38248330, 38248099, 38260361, 38260036, 38259366, 38256995, 38256356, 38255844, 38255307, 38254767, 38254188, 38253709, 38253580, 38252234, 38251150, 38251092, 38250759, 38250151, 38250070, 38248470, 38248330, 38248099, 38261299, 38261253, 38261228, 38261161, 38261143, 38261008, 38261006, 38260854, 38260853, 38260850, 38260838, 38260739, 38260723, 38260640, 38260585, 38260497, 38260492, 38260457, 38260418, 38260396, 38258971, 38254639, 38253647, 38251470, 38251312, 38246524, 38240870, 38238162, 38237258, 38231835, 38224447, 38215980, 38214516, 38211356, 38204341, 38201044, 38195823, 38189960, 38186209, 38182094","10803173, 10803104, 10803099, 10803036, 10803031, 10803015, 10802967, 10802857, 10802843, 10802841, 10802830, 10802798, 10802755, 10802749, 10802717, 10802504, 10802203, 10802180, 10802178, 10802164, 10802967, 10802918, 10802507, 10801584, 10801221, 10800726, 10800633, 10800370, 10800180, 10800116, 10800079, 10800063, 10799843, 10799603, 10799500, 10799458, 10799453, 10799433, 10798901, 10798697, 10802967, 10802918, 10802507, 10801584, 10801221, 10800633, 10800370, 10800230, 10800180, 10800116, 10800079, 10800063, 10799843, 10799603, 10799500, 10799458, 10799453, 10799433, 10798901, 10798697, 10803173, 10803070, 10803036, 10802967, 10802918, 10802857, 10802846, 10802843, 10802810, 10802683, 10802419, 10802272, 10802224, 10802212, 10802208, 10802180, 10802178, 10802164, 10802158, 10802141, 10801024, 10800874, 10800832, 10797584, 10796330, 10794618, 10793325, 10792169, 10790564, 10788541, 10787898, 10785353, 10784591, 10783499, 10783023, 10782632, 10781672, 10780255, 10778657, 10778541"
"38260418, 38260392, 38260361, 38260290, 38258916, 38258697, 38258065, 38256884, 38256193, 38256099, 38256080, 38255995, 38255679, 38255305, 38255297, 38255193, 38255159, 38254918, 38254881, 38254873, 38261397, 38261396, 38261350, 38261316, 38261313, 38261299, 38261296, 38261253, 38261238, 38261228, 38261164, 38261161, 38261143, 38261142, 38261141, 38261139, 38261114, 38261108, 38261079, 38261065, 38261316, 38261115, 38260849, 38260838, 38260835, 38260832, 38260829, 38260500, 38260443, 38260217, 38260048, 38259856, 38259607, 38259481, 38259082, 38259000, 38258804, 38258582, 38258539, 38258518","10803162, 10802979, 10802967, 10802918, 10802891, 10802857, 10802810, 10802793, 10802404, 10802164, 10802151, 10802150, 10802047, 10801936, 10801845, 10801837, 10801734, 10801637, 10801584, 10801544, 8881532, 8569576, 7519026, 7145827, 3438615, 7127058, 8881532, 8569576, 3438615, 10803173, 10803170, 10803169, 10803167, 10803162, 10803137, 10803104, 10803099, 10803070, 10803052, 10803046, 10803036, 10803031, 10803016, 10802967, 10802945, 10802930, 10802918, 10802916, 10802914, 10803173, 10803046, 10803031, 10802878, 10802857, 10802852, 10802846, 10802843, 10802841, 10802683, 10802256, 10802224, 10802208, 10802178, 10802158, 10802135, 10802021, 10802017, 10801946, 10801940"
"38216082, 38196533, 38142452, 38128524, 38099646, 38079014, 38072949, 38067236, 38043837, 38016520, 38012770, 38010635, 38002942, 38001683, 37995714, 37983757, 37967175, 37963665, 37943958, 37943618, 38254934, 38236055, 38216082, 38199806, 38198298, 38196533, 38170399, 38164364, 38142452, 38131308, 38128524, 38111112, 38099646, 38097398, 38082505, 38079014, 38073344, 38072949, 38071180, 38067236, 38254934, 38236055, 38216082, 38199806, 38198298, 38196533, 38170399, 38164364, 38142452, 38131308, 38128524, 38111112, 38099646, 38097398, 38082505, 38079014, 38073344, 38071180, 38067236, 38064246","10799955, 10798734, 10797792, 10794017, 10794014, 10794011, 10793199, 10792363, 10790697, 10786962, 10785768, 10785036, 10783939, 10780254, 10779100, 10779022, 10779007, 10778571, 10778542, 10777921, 10803031, 10799955, 10798734, 10797792, 10796256, 10794017, 10794014, 10794011, 10793617, 10793199, 10792363, 10790697, 10786962, 10786444, 10785768, 10785036, 10783939, 10783323, 10781542, 10781125, 10803031, 10798734, 10796256, 10794017, 10794014, 10794011, 10793617, 10792363, 10786444, 10785768, 10785036, 10783939, 10783323, 10781542, 10781125, 10780121, 10779100, 10778571, 10778542, 10778178"
,
"38253404, 38252127, 38248345, 38247860, 38243258, 38242866, 38227935, 38222858, 38222006, 38218856, 38213162, 38206272, 38203432, 38199431, 38194243, 38191481, 38183697, 38183030, 38182296, 38170633, 38257748, 38256424, 38249988, 38242073, 38240552, 38236930, 38232843, 38232612, 38222486, 38220120, 38215064, 38201470, 38193251, 38186753, 38184810, 38183462, 38178146, 38166046, 38163988, 38159545, 38261265, 38261236, 38261168, 38261139, 38261036, 38261001, 38260821, 38260748, 38260747, 38260745, 38260742, 38260736, 38260733, 38260729, 38260691, 38260655, 38260654, 38260622, 38260577, 38260514, 38259542, 38259277, 38258793, 38256646, 38256031, 38254702, 38252122, 38247313, 38246003, 38242439, 38241896, 38241630, 38239381, 38239049, 38238616, 38238452, 38236925, 38235129, 38233701, 38232716, 38261090, 38260868, 38259074, 38258931, 38257937, 38257885, 38255801, 38254507, 38253688, 38251984, 38251424, 38251310, 38249454, 38247508, 38243771, 38242419, 38242234, 38242179, 38242132, 38240981, 38222858, 38222006, 38183697, 38183030, 38167804, 38164262, 38165200, 38162671, 38149947, 38104486, 38100532, 38096399, 38081403, 38070031, 38054920, 38047677, 38041107, 38036287, 38023358, 37983522, 38259277, 38256031, 38254702, 38253868, 38252122, 38247827, 38246003, 38243840, 38241896, 38239049, 38236925, 38235129, 38233701, 38232336, 38231412, 38228960, 38227933, 38227075, 38227006, 38226642","10802810, 10800548, 10800116, 10799902, 10799433, 10799104, 10796403, 10794746, 10794720, 10794014, 10794010, 10793470, 10793104, 10792970, 10790246, 10789725, 10789088, 10788227, 10788036, 10787738, 10801952, 10801426, 10801385, 10799381, 10799374, 10799270, 10798037, 10798006, 10797485, 10796990, 10794201, 10792747, 10790238, 10789516, 10788803, 10787636, 10787634, 10787137, 10786983, 10785779, 10803162, 10803125, 10803097, 10803070, 10803032, 10803027, 10802983, 10802979, 10802967, 10802930, 10802907, 10802846, 10802793, 10802683, 10802626, 10802619, 10802610, 10802600, 10802598, 10802488, 10803031, 10801527, 10801518, 10801391, 10800960, 10800914, 10800509, 10799947, 10799847, 10799631, 10799499, 10798984, 10798399, 10798361, 10798254, 10797224, 10797108, 10796913, 10796662, 10796611, 10800846, 10799792, 10799778, 10799425, 10798513, 10797076, 10794889, 10794469, 10794282, 10793199, 10792400, 10791137, 10790707, 10789680, 10788067, 10786997, 10784131, 10782693, 10782009, 10781812, 10802810, 10796403, 10794746, 10794010, 10793104, 10792970, 10789725, 10787738, 10785350, 10785156, 10784834, 10781503, 10773672, 10768424, 10767328, 10766818, 10765574, 10764957, 10764922, 10761998, 10801518, 10800914, 10796611, 10796492, 10796034, 10795828, 10795824, 10794540, 10794471, 10793643, 10793100, 10791633, 10790430, 10790045, 10789968, 10789621, 7615527, 10788349, 10786696, 10786144"
